Bait,Prey,AvgSpec,Localization
43717,Q9P0V9,5.5,ACT
43717,P62244,5,ACT
43717,Q5VVD0,5,ACT
43717,P55884,2,ACT
ACTB,Q53HG7,108.5,ACT
ACTB,P68032,101.5,ACT
ACTB,Q01518,63,ACT
ACTB,P37802,55,ACT
ACTB,Q562R1,44,ACT
ACTB,A0MZ66,39.5,ACT
ACTB,Q96JH7,34.5,ACT
ACTB,Q15417,33,ACT
ACTB,Q9UDY2,24.5,ACT
ACTB,Q96AF9,20.5,ACT
ACTB,Q969V6,17.5,ACT
ACTB,V9HW92,15.5,ACT
ACTB,P13796,15,ACT
ACTB,Q96C19,15,ACT
ACTB,Q8TF74,14.5,ACT
ACTB,Q9Y613,12.5,ACT
ACTB,Q0ZGT2,12,ACT
ACTB,Q6PJX3,12,ACT
ACTB,Q6FGM0,10.5,ACT
ACTB,P54578,10,ACT
ACTB,P18206,9,ACT
ACTB,Q9Y6U3,9,ACT
ACTB,Q5JPJ8,8.5,ACT
ACTB,A0A0S2Z4Y3,8,ACT
ACTB,Q32MZ4,8,ACT
ACTB,Q2NKX8,7,ACT
ACTB,Q5SYE7,7,ACT
ACTB,Q9UKY7,7,ACT
ACTB,P50552,6.5,ACT
ACTB,O75167,6,ACT
ACTB,A6NGB9,5.5,ACT
ACTB,O43768,5.5,ACT
ACTB,Q12929,5.5,ACT
ACTB,Q86TP1,5.5,ACT
ACTB,Q9Y281,5.5,ACT
ACTB,Q96M96,5,ACT
ACTB,O00401,4.5,ACT
ACTB,Q59HA3,4.5,ACT
ACTB,Q8NBF2,4.5,ACT
ACTB,A1L390,4,ACT
ACTB,P83436,4,ACT
ACTB,Q9BQI0,4,ACT
ACTB,Q96D71,3.5,ACT
ACTB,P23677,3,ACT
ACTB,P28289,3,ACT
ACTB,Q7Z4H3,3,ACT
ACTB,Q9NZR1,3,ACT
ACTB,Q9Y608,3,ACT
ACTB,Q08495,2.5,ACT
ACTB,Q155Q3,2.5,ACT
ACTB,Q8WVD2,2.5,ACT
ACTB,Q9GZZ1,2.5,ACT
ACTB,Q9Y4D1,2.5,ACT
ACTB,Q6IBS0,2,ACT
ACTB,Q8WZ74,2,ACT
ACTB,Q9UKT4,2,ACT
ACTR2,P68133,22,ACT
ACTR2,Q9Y3I0,5,ACT
ACTR2,Q8WVJ2,2.5,ACT
AGPS,O15228,101,PER
AGPS,Q59HG9,29,PER
AGPS,P04040,22.5,PER
AGPS,Q9UJ83,19,PER
AGPS,O75521,18.5,PER
AGPS,Q6YN16,16,PER
AGPS,Q9Y2Q3,16,PER
AGPS,Q08426,13.5,PER
AGPS,O14734,12.5,PER
AGPS,Q9BQG2,11,PER
AGPS,Q9NP80,11,PER
AGPS,P09110,9,PER
AGPS,Q15051,8.5,PER
AGPS,Q15067,8.5,PER
AGPS,O14832,6.5,PER
AGPS,Q86WA8,6.5,PER
AGPS,Q92968,5.5,PER
AGPS,Q9NUI1,5.5,PER
AGPS,Q709F0,5,PER
AGPS,Q2T9J0,3.5,PER
AGPS,Q9P2P1,3,PER
AGPS,A3KMH1,2.5,PER
AGPS,O15063,2.5,PER
AGPS,Q9BTZ2,2,PER
AIFM1C,P06576,68.25,MT
AIFM1C,Q86TX2,56.25,MT
AIFM1C,P49753,50.25,MT
AIFM1C,P10599,49.5,MT
AIFM1C,P54819,42.25,MT
AIFM1C,P14854,39,MT
AIFM1C,P25705,38.5,MT
AIFM1C,P12532,38.25,MT
AIFM1C,Q96BR5,31.5,MT
AIFM1C,Q14249,29.25,MT
AIFM1C,P36551,23.75,MT
AIFM1C,Q3ZCQ8,23.25,MT
AIFM1C,Q99714,23.25,MT
AIFM1C,P13073,18.5,MT
AIFM1C,Q9Y5L4,18.5,MT
AIFM1C,P51970,18.25,MT
AIFM1C,O94826,17.75,MT
AIFM1C,P34897,17.5,MT
AIFM1C,Q4VC31,17,MT
AIFM1C,Q96C36,17,MT
AIFM1C,O96008,16.5,MT
AIFM1C,P38117,16,MT
AIFM1C,Q6DKK2,15.25,MT
AIFM1C,Q5JTJ3,14.25,MT
AIFM1C,Q5T9A4,14.25,MT
AIFM1C,P35232,13.5,MT
AIFM1C,O00165,13.25,MT
AIFM1C,P20674,13,MT
AIFM1C,Q7KZN9,13,MT
AIFM1C,O75306,12.25,MT
AIFM1C,Q6UXV4,12,MT
AIFM1C,P32322,11.5,MT
AIFM1C,P53701,10.75,MT
AIFM1C,P48047,10.5,MT
AIFM1C,P83111,10.5,MT
AIFM1C,Q14061,10.5,MT
AIFM1C,Q96TA2,10.5,MT
AIFM1C,Q9H845,10.5,MT
AIFM1C,O75947,10.25,MT
AIFM1C,Q96A73,10.25,MT
AIFM1C,Q6UB35,9.25,MT
AIFM1C,O75431,9,MT
AIFM1C,O75489,9,MT
AIFM1C,Q9P0J0,8.75,MT
AIFM1C,O43715,8.5,MT
AIFM1C,O75616,8,MT
AIFM1C,P28331,8,MT
AIFM1C,Q9Y512,8,MT
AIFM1C,Q16718,7.75,MT
AIFM1C,O60220,7.5,MT
AIFM1C,Q9BPX6,7.25,MT
AIFM1C,Q96C01,7,MT
AIFM1C,O43920,6.25,MT
AIFM1C,P24539,6.25,MT
AIFM1C,Q5TC12,6,MT
AIFM1C,O75746,5.75,MT
AIFM1C,Q16740,5.75,MT
AIFM1C,Q8IUX1,5.75,MT
AIFM1C,O75380,5.5,MT
AIFM1C,P61088,5.5,MT
AIFM1C,P99999,5.5,MT
AIFM1C,Q8IYU8,5.5,MT
AIFM1C,P08574,5.25,MT
AIFM1C,P31930,5.25,MT
AIFM1C,Q49B96,5.25,MT
AIFM1C,Q96EX1,5.25,MT
AIFM1C,O96000,5,MT
AIFM1C,Q9Y5J9,5,MT
AIFM1C,O94925,4.75,MT
AIFM1C,Q6KCM7,4.5,MT
AIFM1C,Q9BSH4,4.5,MT
AIFM1C,Q04837,4.25,MT
AIFM1C,Q8IXI1,4.25,MT
AIFM1C,Q9P032,4.25,MT
AIFM1C,P36957,4,MT
AIFM1C,P55789,4,MT
AIFM1C,Q96E52,4,MT
AIFM1C,Q9BW72,4,MT
AIFM1C,P18859,3.75,MT
AIFM1C,P30405,3.75,MT
AIFM1C,P49821,3.75,MT
AIFM1C,Q69YU5,3.75,MT
AIFM1C,P07919,3.5,MT
AIFM1C,Q9Y2S7,3.5,MT
AIFM1C,P10606,3.25,MT
AIFM1C,P19367,3.25,MT
AIFM1C,P46199,3.25,MT
AIFM1C,O43819,3,MT
AIFM1C,P00403,3,MT
AIFM1C,O43464,2.75,MT
AIFM1C,P31040,2.75,MT
AIFM1C,O75964,2.5,MT
AIFM1C,P56277,2.5,MT
AIFM1C,P56381,2.5,MT
AIFM1C,Q12849,2.5,MT
AIFM1C,Q7L0Y3,2.5,MT
AIFM1C,Q9NX14,2.5,MT
AIFM1C,O00217,2.25,MT
AIFM1C,P19404,2.25,MT
AIFM1C,Q96EL2,2.25,MT
AIFM1C,Q9Y2Q9,2.25,MT
AIFM1C,P09669,2,MT
AIFM1C,P62072,2,MT
ANK3,Q6ZT60,34,PM
ANK3,P20290,6.5,PM
ANK3,O00192,4,PM
ANK3,Q96II8,4,PM
ANK3,Q5VZE5,3.5,PM
ANK3,O00303,2,PM
ANKFY1,Q96PY6,7.5,END
ANKFY1,P42892,5.5,END
ANKFY1,Q5T1M5,3,END
ANKFY1,Q14185,2.5,END
ANKFY1,A4D1P6,2,END
ANKFY1,O15021,2,END
CALX,O75410,53.5,ER
CALX,Q8TAT6,11.75,ER
CALX,Q9GZT9,8.5,ER
CALX,O95359,6,ER
CALX,Q9NPA0,6,ER
CALX,Q15904,5.75,ER
CALX,P10644,5,ER
CALX,O43402,4.25,ER
CALX,Q5T8D3,4.25,ER
CALX,Q96GF1,4,ER
CALX,Q9NYP9,3.5,ER
CALX,Q9UFG5,3.25,ER
CALX,Q14139,3,ER
CALX,Q92551,3,ER
CALX,Q6PL24,2.5,ER
CALX,P61009,2,ER
CALX,Q00765,2,ER
CALX,Q9BWL3,2,ER
CAMSAP2,Q3KQU3,88,MIC
CAMSAP2,Q96T17,65,MIC
CAMSAP2,Q15555,39.5,MIC
CAMSAP2,Q9ULD2,33.5,MIC
CAMSAP2,Q8IX90,21,MIC
CAMSAP2,Q8NHU6,19,MIC
CAMSAP2,Q9NYZ3,13.5,MIC
CAMSAP2,O75449,9,MIC
CAMSAP2,O94967,8.5,MIC
CAMSAP2,Q8WTS6,8.5,MIC
CAMSAP2,O60308,8,MIC
CAMSAP2,O00139,6,MIC
CAMSAP2,Q5T7B8,6,MIC
CAMSAP2,Q66K74,6,MIC
CAMSAP2,Q9UPP5,5.5,MIC
CAMSAP2,O75330,5,MIC
CAMSAP2,Q8IYA6,4.5,MIC
CAMSAP2,Q14674,2.5,MIC
CAMSAP2,Q86XJ1,2.5,MIC
CAMSAP2,Q9BVA0,2,MIC
CATA,P04040,400.5,PER
CATA,Q9UJ83,85.75,PER
CATA,A3KMH1,52.25,PER
CATA,O75521,46,PER
CATA,Q15067,34.5,PER
CATA,P22307,33.25,PER
CATA,Q08426,33.25,PER
CATA,O14832,28.5,PER
CATA,Q6YN16,27.25,PER
CATA,O00116,25.5,PER
CATA,P09110,25,PER
CATA,P50542,23,PER
CATA,Q709F0,20.25,PER
CATA,O15228,19.5,PER
CATA,Q9BQG2,19.5,PER
CATA,O14734,16.5,PER
CATA,P34913,15.25,PER
CATA,Q86WA8,13.25,PER
CATA,Q9Y2Q3,12.5,PER
CATA,Q2T9J0,11,PER
CATA,Q8N4Q0,10.5,PER
CATA,O15254,10,PER
CATA,Q9NUI1,8.25,PER
CATA,Q9BY49,7.75,PER
CATA,Q9NP80,5.5,PER
CATA,Q96CN7,4,PER
CATA,P11413,3.5,PER
CATA,Q9BTZ2,3.25,PER
CATA,P35914,3,PER
CATA,Q9UKG9,3,PER
CCDC14,Q9NWB6,24,CEN
CCDC14,Q9Y383,13.5,CEN
CCDC14,Q86YT6,11.5,CEN
CCDC14,Q66PJ3,9.5,CEN
CCDC14,Q5VTL8,8.5,CEN
CCDC14,A2RUB6,7,CEN
CCDC14,Q53FN0,5,CEN
CCDC14,Q5BJF6,5,CEN
CCDC14,Q12840,4.5,CEN
CCDC14,P52735,4,CEN
CCDC14,Q13427,4,CEN
CCDC14,Q9NPJ6,4,CEN
CCDC14,Q86T90,3.5,CEN
CCDC14,Q9NP64,3,CEN
CCDC14,Q8N9Q2,2.5,CEN
CCDC14,Q9Y3C8,2,CEN
DCTN2,Q14203,72,CEN
DCTN2,Q16576,20.5,CEN
DCTN2,Q9H3R5,20,CEN
DCTN2,V9HWH2,15.5,CEN
DCTN2,Q86SX3,14,CEN
DCTN2,Q9NSC2,13.5,CEN
DCTN2,O75935,9,CEN
DCTN2,Q9Y496,9,CEN
DCTN2,P30086,7,CEN
DCTN2,O75934,4.5,CEN
DCTN2,Q8IVF4,4.5,CEN
DCTN2,Q9H6X5,4.5,CEN
DCTN2,Q9NX70,2.5,CEN
EEA1,O43314,7.75,END
EEA1,Q8WXA3,6.25,END
EEA1,Q5VYK3,2.75,END
EZR,P26038,101.25,PM
EZR,P46939,89.75,PM
EZR,Q01484,22.25,PM
EZR,Q12955,17,PM
EZR,Q9BY44,16.5,PM
EZR,Q99613,13.5,PM
EZR,O00418,12,PM
EZR,Q9NR46,11.25,PM
EZR,Q99961,11,PM
EZR,Q9UHB9,11,PM
EZR,B2R7D3,10.5,PM
EZR,Q8N6T3,9,PM
EZR,P52306,8.5,PM
EZR,Q6WCQ1,8.5,PM
EZR,Q15750,7.5,PM
